indx,book_id,isbn13,authors,original_title,average_rating,ratings_count,image_url
6913,4507,9.78055E+12,Julie Gregory,Sickened,3.72,11860,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6936,7981,9.78014E+12,"Brian Jacques, Allan Curless",The Long Patrol,4.1,15343,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6973,5553,9.78047E+12,Richard Feynman,Six Easy Pieces: Essentials of Physics Explained by Its Most Brilliant Teacher,4.19,11867,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6988,8492,9.78158E+12,Frank E. Peretti,Prophet,3.92,11708,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6997,5055,9.78045E+12,Ken Follett,Night over Water,3.78,12329,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7041,5552,9.78069E+12,Richard Feynman,QED: The Strange Theory of Light and Matter,4.23,10438,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7072,9013,9.78159E+12,Slavomir Rawicz,The Long Walk: The True Story of a Trek to Freedom,4.18,10188,https://images.gr-assets.com/books/1417980460m/9013.jpg
7091,2528,9.78016E+12,"José Saramago, Margaret Jull Costa",Todos os Nomes,3.88,9520,https://images.gr-assets.com/books/1327955213m/2528.jpg
7117,98,9.78076E+12,"Heidi Murkoff, Sharon Mazel, Heidi Murkoff, Arlene Eisenberg, Sandee Hathaway, Mark D. Widome",What to Expect the First Year,3.86,10807,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7165,2371,9.78084E+12,David McCullough,The Johnstown Flood,4.11,11691,https://images.gr-assets.com/books/1313667349m/2371.jpg
7175,3379,9.78158E+12,Douglas Coupland,All Families Are Psychotic,3.69,10461,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7304,3888,9.78193E+12,"America's Test Kitchen, Carl Tremblay, Daniel J. Van Ackere",The America's Test Kitchen Family Cookbook,4.31,12081,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7313,355,9.78035E+12,Robert A. Heinlein,Job: A Comedy of Justice,3.77,14592,https://images.gr-assets.com/books/1438043968m/355.jpg
7353,2183,9.78014E+12,"Gustave Flaubert, Robert Baldick, Geoffrey Wall",L'Éducation sentimentale,3.83,11642,https://images.gr-assets.com/books/1327788473m/2183.jpg
7391,952,9.78188E+12,"Gary Chapman, D. Ross Campbell",The Five Love Languages of Children,4.21,9744,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7408,4950,9.78062E+12,Amitav Ghosh,The Hungry Tide,3.91,9722,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7409,8646,9.78039E+12,Mary Lawson,Crow Lake,3.85,12220,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7494,9998,9.78068E+12,"Kōbō Abe, E. Dale Saunders",砂の女 [Suna no onna],3.91,11467,https://images.gr-assets.com/books/1361254930m/9998.jpg
7504,6193,9.7801E+12,J.M. Coetzee,Life & Times of Michael K.,3.85,10647,https://images.gr-assets.com/books/1327203650m/6193.jpg
7514,5481,9.78006E+12,Aldous Huxley,Brave New World Revisited,3.93,11073,https://images.gr-assets.com/books/1410136964m/5481.jpg
7523,7707,9.78045E+12,"George Bernard Shaw, Alan Jay Lerner",Pygmalion and My Fair Lady (50th Anniversary Edition) (Signet Classics (Paperback)),4.24,13318,https://images.gr-assets.com/books/1327891970m/7707.jpg
7545,4830,9.78068E+12,Salman Rushdie,Shalimar the Clown,3.86,10396,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7546,8745,9.78069E+12,"Waris Dirie, Cathleen Miller",Desert Flower: The Extraordinary Journey of a Desert Nomad,4.09,9609,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7549,4076,9.78186E+12,"Tom Peters, Robert H. Waterman Jr.",In Search of Excellence,3.91,9469,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7558,9654,9.78045E+12,Erica Jong,Fear of Flying,3.44,13061,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7561,6694,9.78014E+12,"Roald Dahl, Quentin Blake",The Giraffe and the Pelly and Me,3.8,14180,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7653,7081,9.78077E+12,John Scalzi,The Android's Dream,3.97,11476,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7654,3291,9.78074E+12,Isabel Allende,Cuentos de Eva Luna,3.96,10862,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7655,7579,9.78077E+12,Lama Surya Das,Awakening the Buddha Within : Tibetan Wisdom for the Western World,4.18,9912,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7687,7062,9.78038E+12,Adam Gopnik,Paris to the Moon,3.75,11065,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7692,3757,9.78014E+12,Ian Fleming,Dr. No,3.76,10569,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7712,1990,9.78014E+12,"Charles Dickens, Patricia Ingham, Hablot Knight Browne",The Life and Adventures of Martin Chuzzlewit,3.82,11784,https://images.gr-assets.com/books/1334392783m/1990.jpg
7716,5845,9.78033E+12,V.S. Naipaul,A Bend in the River,3.77,11011,https://images.gr-assets.com/books/1353691563m/5845.jpg
7729,2068,9.78068E+12,Daniel C. Dennett,Darwin's Dangerous Idea: Evolution and the Meanings of Life,4.03,11090,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7735,4813,9.78006E+12,Gavin Menzies,1421: The Year China Discovered America,3.58,10200,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7781,3972,9.78038E+12,Dan Simmons,Olympos,3.93,11393,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7782,3872,9.7808E+12,Tom Standage,A History of the World in 6 Glasses,3.74,10473,https://images.gr-assets.com/books/1415681601m/3872.jpg
7797,5946,9.78068E+12,Michael Ondaatje,In the Skin of a Lion,3.88,11289,https://images.gr-assets.com/books/1405864361m/5946.jpg
7799,5559,9.78556E+12,"Jack Welch, John A. Byrne, Mike Barnicle",Jack: Straight from the Gut,3.79,9781,https://images.gr-assets.com/books/1297699934m/5559.jpg
7825,7980,9.78014E+12,Brian Jacques,The Pearls of Lutra,3.99,15605,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7832,676,9.78038E+12,Billy Collins,Sailing Alone Around the Room: New and Selected Poems,4.24,10999,https://images.gr-assets.com/books/1403183272m/676.jpg
7868,2530,9.78016E+12,"José Saramago, Giovanni Pontiero",Memorial do Convento,3.9,5321,https://images.gr-assets.com/books/1483229660m/2530.jpg
8010,665,9.78045E+12,"Ayn Rand, Nathaniel Branden",The Virtue of Selfishness: A New Concept of Egoism,3.47,10198,https://images.gr-assets.com/books/1425001997m/665.jpg
8041,2372,9.78074E+12,David McCullough,"The Path Between the Seas: The Creation of the Panama Canal, 1870-1914",4.19,9349,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8055,4660,9.78035E+12,John Irving,The 158-Pound Marriage,3.22,10532,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8102,7999,9.78014E+12,Brian Jacques,Marlfox,3.99,13426,https://images.gr-assets.com/books/1311702426m/7999.jpg
8125,4599,9.78079E+12,Glen David Gold,Carter Beats the Devil,4.09,10000,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8145,3760,9.78014E+12,Ian Fleming,Diamonds are Forever,3.59,10205,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8146,2978,9.78006E+12,James Hilton,Lost Horizon,3.9,10907,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8156,2049,9.78039E+12,Raymond Chandler,The High Window,4.08,11080,https://images.gr-assets.com/books/1466754245m/2049.jpg
8163,6328,9.78014E+12,"Roald Dahl, Quentin Blake",Revolting Rhymes,4.13,12674,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8170,3762,9.78014E+12,Ian Fleming,On Her Majesty's Secret Service,3.94,11612,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8209,2677,9.78049E+12,Jonathan Swift,A Modest Proposal and Other Satirical Works,4.04,12499,https://images.gr-assets.com/books/1264316062m/2677.jpg
8217,2067,9.78067E+12,Daniel C. Dennett,Breaking the Spell: Religion as a Natural Phenomenon,3.89,8381,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8228,1823,9.78074E+12,Jon Ronson,Them: Adventures with Extremists,3.94,9081,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8231,621,9.78077E+12,David Bach,The Automatic Millionaire: A Powerful One-Step Plan to Live and Finish Rich,3.9,10091,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8265,9865,9.7801E+12,Salman Rushdie,The Moor's Last Sigh,3.92,9459,https://images.gr-assets.com/books/1359386233m/9865.jpg
8284,8087,9.78044E+12,Robin McKinley,Deerskin,3.88,15982,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8285,4339,9.78068E+12,Michael Herr,Dispatches,4.24,10383,https://images.gr-assets.com/books/1343099128m/4339.jpg
8309,5942,9.78038E+12,Michael Ondaatje,Anil's Ghost,3.54,11184,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8315,4099,9.7802E+12,"Andrew Hunt, Dave Thomas",The Pragmatic Programmer: From Journeyman to Master,4.31,9416,https://images.gr-assets.com/books/1401432508m/4099.jpg
8360,4261,9.78157E+12,Nick Hornby,31 Songs,3.56,8999,https://images.gr-assets.com/books/1417984618m/4261.jpg
8383,4364,9.78038E+12,Suketu Mehta,Maximum City: Bombay Lost and Found,3.91,7894,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8402,5417,9.78052E+12,Stephen King,Three Complete Novels: Carrie/Salem's Lot/The Shining,4.52,11063,https://images.gr-assets.com/books/1376725117m/5417.jpg
8406,7252,9.78006E+12,"Jenna Jameson, Neil Strauss",How to Make Love Like a Porn Star: A Cautionary Tale,3.75,9531,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8481,400,9.78014E+12,Don DeLillo,Libra,3.98,10195,https://images.gr-assets.com/books/1327935630m/400.jpg
8486,8172,9.7814E+12,"Mark Waid, Alfred Gough, Miles Millar, Dave McCaig, Gerry Alanguilan, Leinil Francis Yu",Superman: Birthright 1-12,4.12,9253,https://images.gr-assets.com/books/1343584198m/8172.jpg
8512,8089,9.78044E+12,Robin McKinley,Rose Daughter,3.77,15696,https://images.gr-assets.com/books/1398552029m/8089.jpg
8520,1524,9.78052E+12,"Aeschylus, Judith Affleck, Philip de May, Patricia E. Easterling, John     Harrison",Ἀγαμέμνων,3.82,11515,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8535,4887,9.78047E+12,"Alice  Miller, Ruth Ward",Das Drama des begabten Kindes und die Suche nach dem wahren Selbst: eine Um- und Fortschreibung,4.09,9563,https://images.gr-assets.com/books/1339395245m/4887.jpg
8541,5068,9.78033E+12,Graham Swift,Last Orders,3.68,9349,https://images.gr-assets.com/books/1457623323m/5068.jpg
8552,4633,9.78074E+12,Ernest Hemingway,Islands in the Stream,3.86,9608,https://images.gr-assets.com/books/1400891142m/4633.jpg
8595,7987,9.78014E+12,Brian Jacques,The Legend of Luke,3.99,12658,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8671,5052,9.78045E+12,Ken Follett,Code to Zero,3.64,9071,https://images.gr-assets.com/books/1309209804m/5052.jpg
8714,7780,9.78068E+12,"Dr. Seuss, Maurice Sendak, Audrey Geisel",The Secret Art of Dr. Seuss,4.05,8461,https://images.gr-assets.com/books/1320429156m/7780.jpg
8723,4530,9.78014E+12,Helen Fielding,Olivia Joules And The Overactive Imagination,3.1,10687,https://images.gr-assets.com/books/1408588694m/4530.jpg
8726,7199,9.78006E+12,Ann-Marie MacDonald,The Way the Crow Flies,4.08,10227,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8741,6159,9.7808E+12,Sherman Alexie,Reservation Blues,3.98,9919,https://images.gr-assets.com/books/1398195783m/6159.jpg
8780,3710,9.78038E+12,Zadie Smith,The Autograph Man,3.14,8317,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8785,7433,9.78081E+12,Jacqueline Winspear,Messenger of Truth,3.99,12454,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8821,5571,9.78087E+12,"William McDonough, Michael Braungart",Cradle to Cradle: Remaking the Way We Make Things,4.1,7625,https://images.gr-assets.com/books/1417605547m/5571.jpg
8826,8515,9.78035E+12,"Monty Roberts, Lucy Grealy, Lawrence Scanlan",The Man Who Listens to Horses,4.1,9021,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8827,6749,9.78032E+12,David Foster Wallace,Oblivion,4.07,9196,https://images.gr-assets.com/books/1311905400m/6749.jpg
8839,9648,9.78014E+12,George Orwell,Keep the Aspidistra Flying,3.87,9599,https://images.gr-assets.com/books/1331244097m/9648.jpg
8866,1032,9.78035E+12,"Donald J. Trump, Tony Schwartz",Trump: The Art of the Deal,3.66,8768,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8892,7785,9.78001E+12,Dr. Seuss,I Can Read with My Eyes Shut!,4.17,13821,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8911,4657,9.78035E+12,John Irving,The Water-Method Man,3.34,9725,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8921,3028,9.78052E+12,Henry Hazlitt,Economics in One Lesson,4.22,9028,https://images.gr-assets.com/books/1320423284m/3028.jpg
8932,3446,9.78077E+12,Tim O'Brien,Going After Cacciato,3.9,9188,https://images.gr-assets.com/books/1399498199m/3446.jpg
8947,386,9.78039E+12,Nick Flynn,Another Bullshit Night in Suck City: A Memoir,3.77,8441,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9067,449,9.78031E+12,Paul Auster,Timbuktu,3.66,8272,https://images.gr-assets.com/books/1355142497m/449.jpg
9100,3559,9.78039E+12,Thomas L. Friedman,From Beirut to Jerusalem,4.1,8057,https://images.gr-assets.com/books/1328295618m/3559.jpg
9103,1824,9.78074E+12,Jon Ronson,The Men Who Stare at Goats,3.58,8245,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9113,6872,9.78068E+12,Ian McEwan,The Comfort of Strangers,3.44,8843,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9118,9864,9.78031E+12,Salman Rushdie,The Ground Beneath Her Feet,3.77,8673,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9123,4984,9.7801E+12,Kurt Vonnegut Jr.,Bagombo Snuff Box,3.72,7407,https://images.gr-assets.com/books/1327353727m/4984.jpg
9150,8914,9.78038E+12,John Keegan,The First World War,4,9162,https://images.gr-assets.com/books/1403194704m/8914.jpg
